Time,Altitude,AirSpeed,Landing_Gear,Thrust_Rev,Flaps,Param1_1,Param1_2,Param1_3,Param1_4,Param2,Param3_1,Param3_2,Param3_3,Param3_4,Param4
4387,24559,261.82,0,0,0,-93.655,112.67,96.135,84.163,63.53,88.403,81.927,88.867,28.685,60.938
4388,24563,262.32,0,0,0,-93.916,112.23,98.069,84.194,62.122,87.894,81.326,89.669,29.792,61.427
4389,24554,262.78,0,0,0,-92.909,112.03,96.922,85.54,61.796,87.801,81.627,88.191,29.924,61.245
4390,24536,263.2,0,0,0,-92.753,111.52,98.686,84.884,61.227,89.358,81.795,87.288,30.803,62.399
4391,24513,263.59,0,0,0,-92.08,111.71,98.874,84.43,62.713,91.168,82.589,85.818,30.285,63.6
4392,24505,263.92,0,0,0,-91.194,111.91,98.85,82.873,61.676,91.99,81.495,85.218,31.526,65.443
4393,24474,264.21,0,0,0,-92.868,113.16,99.708,83,61.206,91.008,81.009,85.054,30.193,65.722
4394,24488,264.45,0,0,0,-92.598,113.02,101.28,83.454,61.696,90.972,79.642,84.984,31.718,64.47
4395,24489,264.64,0,0,0,-93.294,113.33,99.69,84.041,61.229,92.246,79.622,85.225,30.48,63.824
4396,24460,264.77,0,0,0,-91.661,112.87,100.87,83.822,60.076,93.063,80.472,85.114,28.977,63.383
4397,24455,264.86,0,0,0,-89.283,112.75,99.999,82.746,58.36,93.487,78.854,85.319,28.925,62.703
4398,24434,264.88,0,0,0,-87.059,110.79,99.053,83.84,57.077,94.367,78.979,87.249,29.861,63.467
4399,24398,264.86,0,0,0,-87.311,111.93,98.942,84.441,57.435,94.426,78.685,88.288,30.617,64.401
4400,24396,264.77,0,0,0,-88.215,111.51,98.001,83.877,58.93,92.848,79.727,89.784,29.685,65.415
4401,24388,264.64,0,0,0,-86.818,111.03,97.698,83.284,59.077,92.418,80.98,88.776,29.115,63.872
4402,24384,264.45,0,0,0,-90.347,111.8,98.262,85.773,60.393,94.921,80.191,89.429,28.427,64.978
4403,24374,264.2,0,0,0,-90.804,111.23,99.269,84.46,61.111,95.81,79.778,87.117,28.402,66.325
4404,24341,263.91,0,0,0,-91.62,111.16,99.943,84.025,60.776,95.693,79.114,87.636,26.545,65.782
4405,24330,263.56,0,0,0,-90.735,110.97,98.837,83.204,62.535,95.581,79.971,88.408,26.301,64.771
4406,24341,263.17,0,0,0,-89.95,111.24,99.927,82.29,62.602,95.109,80.084,88.503,24.367,64.692
4407,24320,262.74,0,0,0,-90.566,110.62,99.345,79.582,62.97,93.773,79.214,87.554,24.204,64.254
4408,24308,262.26,0,0,0,-89.247,110.86,97.757,79.276,63.786,94.224,78.754,88.059,24.744,63.883
4409,24289,261.74,0,0,0,-88.851,108.64,98.625,78.024,63.619,94.373,79.502,87.553,25.26,67.184
4410,24280,261.19,0,0,0,-89.109,108.05,98.863,78.725,64.844,95.386,79.934,87.556,23.823,65.033
4411,24268,260.61,0,0,0,-89.004,108,99.966,80.07,65.834,96.05,81.716,85.845,23.449,65.282
4412,24244,260.01,0,0,0,-89.963,109.05,99.629,79.544,65.235,97.951,81.369,85.681,22.68,63.131
4413,24249,259.38,0,0,0,-90.199,108.82,98.942,79.588,64.424,99.817,80.849,87.687,21.53,62.883
4414,24215,258.73,0,0,0,-89.476,109.92,99.904,80.772,66.298,99.027,81,88.575,19.461,62.443
4415,24237,258.07,0,0,0,-89.054,109.13,99.188,81.499,66.952,99.827,82.691,86.21,19.299,62.051
4416,24224,257.4,0,0,0,-89.241,109.81,98.875,81.567,66.867,100.73,83.222,87.112,20.573,61.532
4417,24214,256.73,0,0,0,-89.531,109.59,98.41,81.177,67.102,99.73,83.002,87.202,19.483,61.155
4418,24182,256.06,0,0,0,-89.473,109.96,99.313,81.847,65.293,99.512,84.464,86.393,18.861,60.886
4419,24181,255.39,0,0,0,-89.949,111.22,98.617,83.767,65.012,99.807,85.188,85.621,19.757,62.029
4420,24159,254.74,0,0,0,-88.405,110.79,97.296,84.111,65.387,100.11,84.478,84.394,19.425,61.812
4421,24167,254.09,0,0,0,-88.085,110.05,98.853,84.412,65.193,99.141,85.342,84.26,18.242,59.985
4422,24150,253.47,0,0,0,-87.586,109.29,98.754,83.514,63.473,99.289,84.202,83.345,16.073,59.672
4423,24131,252.87,0,0,0,-88.313,108.84,97.68,85.697,63.663,99.939,84.473,83.113,15.689,57.53
4424,24126,252.3,0,0,0,-87.26,108.5,96.477,86.741,63.785,100.2,84.523,85.432,15.743,57.279
4425,24110,251.76,0,0,0,-89.416,110.52,97.949,87.158,62.538,99.997,84.905,84.872,15.075,57.946
4426,24097,251.26,0,0,0,-89.845,110.2,98.131,86.066,63.932,102.23,83.304,87.323,13.413,58.818
4427,24090,250.79,0,0,0,-89.644,110.04,100.17,85.229,62.909,102.46,83.633,87.695,13.308,57.924
4428,24070,250.36,0,0,0,-89.46,110.19,100.24,84.553,63.271,102.56,83.767,87.846,12.407,56.876
4429,24067,249.98,0,0,0,-89.225,110,100.29,83.657,63.854,100.41,81.677,88.679,12.927,56.836
4430,24054,249.64,0,0,0,-88.368,111.71,99.872,82.608,64.071,99.751,82.265,89.912,13.908,57.298
4431,24024,249.35,0,0,0,-88.011,112.9,99.459,83.643,63.534,98.673,80.936,89.469,14.102,56.256
4432,24029,249.11,0,0,0,-86.922,113.2,99.707,84.218,63.987,97.579,81.45,89.733,13.588,57.12
4433,24018,248.91,0,0,0,-86.371,112.43,97.753,82.457,62.795,98.705,82.384,90.561,14.884,56.938
4434,23996,248.77,0,0,0,-87.916,112.61,97.244,82.87,63.216,99.15,82.43,90.54,15.231,57.436
4435,23976,248.67,0,0,0,-87.294,111.09,96.881,82.14,62.287,99.902,82.094,89.265,15.8,56.356
4436,23978,248.63,0,0,0,-88.337,110.44,93.772,81.736,61.031,100.49,82.69,90.08,15.455,57.477
4437,23985,248.63,0,0,0,-88.654,110.13,94.464,80.478,60.415,100.57,84.377,91.849,15.864,58.906
4438,23951,248.68,0,0,0,-89.472,107.68,93.45,80.523,60.455,98.741,84.88,92.187,14.069,59.293
4439,23936,248.78,0,0,0,-88.781,108.14,93.857,81.27,61.474,97.913,82.986,90.929,14.77,58.26
4440,23937,248.92,0,0,0,-88.494,108.07,92.92,80.496,62.978,98.034,83.737,94.565,16.363,58.163
4441,23922,249.1,0,0,0,-87.504,107.94,94.214,80.948,63.384,97.148,84.164,94.544,17.883,56.607
4442,23916,249.32,0,0,0,-89.245,109.57,92.441,81.482,63.33,96.238,84.692,93.517,18.277,56.523
4443,23902,249.58,0,0,0,-88.949,109.83,91.825,81.421,61.325,96.527,85.553,93.772,16.605,55.692
4444,23884,249.87,0,0,0,-88.078,107.54,92.289,80.473,61.524,95.67,85.155,93.282,16.079,56.657
4445,23866,250.19,0,0,0,-86.736,107.28,91.888,81.38,62.856,94.875,87.02,93.026,18.036,56.861
4446,23843,250.53,0,0,0,-87.162,108.52,91.583,83.32,62.57,93.596,87.979,93.054,18.05,56.745
4447,23847,250.9,0,0,0,-87.028,107.05,89.898,80.768,63.833,92.581,87.047,93.515,16.914,58.382
4448,23823,251.29,0,0,0,-86.255,108.03,89.948,80.549,64.211,92.139,88.507,91.335,18.408,60.311
4449,23841,251.69,0,0,0,-85.507,108.15,89.89,80.295,64.254,92.295,90.196,91.012,18.32,60.936
4450,23810,252.09,0,0,0,-84.928,109.84,91.004,80.109,64.1,92.778,90.748,92.738,17.902,60.058
4451,23804,252.51,0,0,0,-85.669,110.15,90.717,81.781,63.705,93.399,91.469,93.119,15.875,60.774
4452,23787,252.92,0,0,0,-86.884,109.93,91.687,81.67,63.621,94.816,92.011,93.107,16.055,60.994
4453,23775,253.34,0,0,0,-86.781,107.56,92.405,81.222,63.434,94.844,91.497,94.503,17.376,62.337
4454,23773,253.75,0,0,0,-85.866,105.81,92.431,82.154,62.34,92.869,91.246,95.599,16.18,63.616
4455,23758,254.14,0,0,0,-86.279,106.39,92.618,84.24,63.016,92.253,90.056,94.761,15.23,63.295
4456,23730,254.53,0,0,0,-86.704,108.18,93.484,84.751,63.31,93.091,89.187,94.538,14.701,62.49
4457,23736,254.89,0,0,0,-86.287,109.08,92.714,85.277,63.392,92.727,88.16,93.941,14.573,62.633
4458,23697,255.24,0,0,0,-85.538,110.15,93.416,86.99,63.983,92.271,87.319,94.427,13.422,61.462
4459,23718,255.56,0,0,0,-86.766,109.73,93.844,85.352,65.641,90.105,85.73,94.742,13.123,61.081
4460,23698,255.86,0,0,0,-87.203,108.11,92.729,84.086,65.485,90.24,86.007,96.997,13.665,60.542
4461,23686,256.13,0,0,0,-86.096,107.34,91.251,84.318,63.752,91.407,85.216,97.765,14.664,60.419
4462,23668,256.37,0,0,0,-85.177,108.38,90.939,87.285,63.832,89.923,86.098,95.242,12.269,61.799
4463,23671,256.58,0,0,0,-86.97,105.96,92.979,87.324,62.894,88.165,87.005,95.709,12.655,63.284
4464,23654,256.75,0,0,0,-86.132,105.6,94.64,87.853,61.054,87.98,84.187,95.207,13.814,63.109
4465,23647,256.9,0,0,0,-84.34,106.33,94.235,85.868,59.122,87.445,84.248,97.226,12.814,63.64
4466,23624,257,0,0,0,-84.814,105.91,95.123,84.95,59.036,89.411,85.002,95.487,13.442,63.179
4467,23615,257.08,0,0,0,-84.739,106.74,95.692,84.504,59.128,89.426,83.211,94.909,12.67,62.252
4468,23617,257.12,0,0,0,-84.884,106.85,95.482,84.015,58.133,89.898,82.903,95.468,13.186,62.826
4469,23588,257.13,0,0,0,-84.06,105.96,95.568,84.264,58.879,88.853,83.789,95.043,12.082,62.652
4470,23565,257.11,0,0,0,-84.417,104.97,97.037,84.211,58.22,88.618,84.636,94.515,11.866,61.818
4471,23553,257.06,0,0,0,-84.098,106.17,97.976,82.517,56.658,88.67,83.872,93.64,11.657,62.044
4472,23560,256.98,0,0,0,-86.37,107.02,99.335,82.267,58.009,88.987,84.214,93.526,10.891,62.791
4473,23518,256.87,0,0,0,-86.938,105.75,99.721,81.871,59.786,87.658,87.14,94.506,9.033,62.731
4474,23509,256.74,0,0,0,-85.815,105.36,100.06,82.812,60.276,87.42,86.095,95.868,12.527,63.756
4475,23524,256.59,0,0,0,-88.301,104.37,100.62,82.965,59.839,88.775,86.867,96.153,11.634,62.81
4476,23504,256.42,0,0,0,-89.184,104.97,101.26,83.392,59.766,87.106,87.669,95.96,11.111,63.666
4477,23478,256.24,0,0,0,-88.048,105.4,99.291,84.604,58.284,87.751,87.876,95.964,11.769,63.969
4478,23478,256.04,0,0,0,-88.243,104.96,102.77,85.442,58.967,89.881,88.725,95.601,12.741,65.08
4479,23469,255.84,0,0,0,-86.868,105.22,104.81,85.464,59.556,87.704,88.827,96.156,12.814,64.292
4480,23450,255.63,0,0,0,-87.862,105.55,103.54,85.72,58.48,88.813,91.061,98.6,14.663,64.289
4481,23432,255.43,0,0,0,-87.733,105.77,101.34,85.187,58.796,87.535,92.073,98.716,14.411,64.866
4482,23431,255.22,0,0,0,-86.769,104.92,102.47,84.006,60.368,87.075,91.936,99.533,13.727,64.051
4483,23407,255.02,0,0,0,-87.384,105.19,102,84.731,59.838,89.355,92.658,99.524,14.24,63.542
4484,23399,254.84,0,0,0,-87.074,104.9,101.82,86.186,59.468,88.942,94.426,99.501,12.507,64.416
4485,23384,254.66,0,0,0,-86.358,105.44,101.36,87.982,58.127,89.189,95.253,100.06,13.857,64.114
4486,23354,254.5,0,0,0,-85.301,106.48,101.81,88.767,58.372,88.7,95.364,101.14,12.618,63.813
4487,23371,254.37,0,0,0,-85.365,106.74,100.81,89.294,56.763,88.246,95.164,101.02,12.824,64.085
4488,23369,254.25,0,0,0,-85.702,105.99,98.957,88.485,56.671,88.693,95.292,101.4,11.648,64.436
4489,23341,254.17,0,0,0,-85.417,104.8,100.01,88.345,56.471,88.729,96.209,100.77,11.858,65.966
4490,23333,254.11,0,0,0,-86.22,105.41,101.59,90.389,56.501,89.579,98.305,98.574,10.605,66.557
4491,23313,254.08,0,0,0,-87.059,104.78,100.93,90.3,56.188,88.5,97.393,98.982,10.779,65.976
4492,23307,254.08,0,0,0,-86.893,104.91,100.12,92.121,56.26,91.966,96.839,99.487,12.009,66.045
4493,23299,254.12,0,0,0,-87.392,104.72,101.68,92.35,55.697,92.448,96.234,98.471,11.54,66.088
4494,23269,254.19,0,0,0,-87.13,103.19,101.87,92.083,54.871,92.112,95.646,99.273,11.251,65.301
4495,23289,254.3,0,0,0,-85.578,103.99,102.7,92.115,54.446,90.287,95.562,97.984,9.0942,63.664
4496,23270,254.45,0,0,0,-86.074,104.69,103.53,93.201,52.682,90.042,95.494,98.394,9.6407,63.303
4497,23238,254.63,0,0,0,-85.073,104.93,102.97,92.152,53.374,91.686,95.899,96.831,10.497,64.585
4498,23230,254.85,0,0,0,-84.773,105.35,103.39,92.015,54.983,89.926,96.32,98.168,9.7527,64.939
4499,23224,255.1,0,0,0,-84.508,106.83,103.94,90.462,55.096,89.053,96.629,97.73,11.457,62.619
4500,23207,255.39,0,0,0,-85.223,109.48,103.51,88.11,55.126,89.673,95.329,99.016,10.004,62.854
4501,23205,255.71,0,0,0,-86.701,109.99,103.22,88.264,54.94,91.271,94.574,98.853,10,62.184
4502,23192,256.06,0,0,0,-86.38,109.72,104.3,87.518,54.171,90.95,94.81,98.508,7.9179,64.443
4503,23177,256.44,0,0,0,-88.221,108.09,104.37,86.435,54.198,91.112,93.863,99.43,9.0377,65.971
4504,23167,256.85,0,0,0,-88.13,108.49,104.55,88.898,54.995,90.625,94.841,99.135,8.0967,66.209
4505,23157,257.28,0,0,0,-88.957,107.16,104.68,88.212,55.587,90.685,94.716,99.169,9.3127,66.844
4506,23147,257.73,0,0,0,-89.91,107.91,105.08,89.072,57.309,89.986,94.027,98.847,7.0378,68.658
4507,23140,258.19,0,0,0,-89.593,107.14,105.62,89.199,57.665,91.174,92.718,99.09,6.6218,68.3
4508,23118,258.67,0,0,0,-91.176,107.3,106.42,89.281,57.085,89.963,92.171,99.114,6.3685,69.485
4509,23106,259.16,0,0,0,-91.302,106.41,106.45,88.59,58.379,91.505,93.083,98.979,4.4198,69.917
4510,23102,259.66,0,0,0,-88.083,108.38,107.33,86.383,59.074,91.86,93.367,97.98,4.3267,68.533
4511,23089,260.16,0,0,0,-89.249,107,107.34,86.127,57.841,94.143,95.089,99.581,5.3551,70.399
4512,23069,260.65,0,0,0,-88.409,106.59,108.22,86.829,57.318,93.021,94.635,99.756,4.4483,70.599
4513,23062,261.14,0,0,0,-89.879,107.09,109.65,89.417,58.876,93.145,95.249,99.972,3.9575,70.098
4514,23058,261.61,0,0,0,-90.66,107.38,110.65,89.076,58.803,93.955,95.263,101.02,3.1735,70.145
4515,23036,262.07,0,0,0,-91.516,106.62,112.38,88.608,60.324,92.202,96.232,101.53,2.1307,68.364
4516,23007,262.52,0,0,0,-93.39,107.35,112.41,88.103,61.719,91.247,95.929,102.13,3.3966,68.871
4517,23017,262.93,0,0,0,-93.94,109.08,111.71,89.182,63.141,90.783,95.602,101.91,3.3073,69.892
4518,23008,263.33,0,0,0,-95.044,108.26,112.12,89.642,64.748,93.533,95.873,102.68,3.2005,68.181
4519,22988,263.69,0,0,0,-95.741,108.71,112.74,88.433,64.905,92.934,96.327,103.07,4.0417,67.867
4520,22985,264.01,0,0,0,-95.143,108.29,112.75,88.075,66.128,94.802,97.175,102.06,4.1583,68.422
4521,22961,264.3,0,0,0,-94.434,109.03,113.19,88.861,63.953,95.109,96.991,102.22,3.8391,66.87
4522,22961,264.55,0,0,0,-94.192,108.23,113.73,89.042,63.595,96.497,97.245,103.17,4.4292,66.83
4523,22956,264.76,0,0,0,-95.89,110.95,113.63,90.23,64.518,95.665,95.762,102.98,3.3943,66.56
4524,22934,264.93,0,0,0,-97.021,111.35,111.75,89.307,65.077,96.094,96.197,102.61,6.0722,67.089
4525,22922,265.04,0,0,0,-97.209,110.23,111.61,88.997,62.819,96.366,97.265,102.69,5.7905,67.128
4526,22913,265.11,0,0,0,-98.106,110.18,112.73,87.493,63.746,95.191,96.146,101.96,6.4864,67.23
4527,22879,265.13,0,0,0,-98.237,109.99,112.54,88.272,64.734,94.403,96.319,103.38,6.0053,66.741
4528,22896,265.1,0,0,0,-97.916,109.79,111.91,88.966,64.916,93.138,95.763,104.78,5.6831,67.003
4529,22849,265.02,0,0,0,-98.272,108.49,112.06,88.193,65.286,92.958,96.013,103.89,5.7425,68.283
4530,22861,264.89,0,0,0,-96.803,108.2,112.43,88.424,65.933,90.688,97.731,103.78,8.1996,66.946
4531,22853,264.71,0,0,0,-97.538,108.59,111.15,88.707,67.036,91.517,98.605,103.41,7.4598,68.134
4532,22827,264.49,0,0,0,-97.094,108.9,110.71,87.543,65.452,93.298,99.328,105.01,6.8708,68.564
4533,22814,264.21,0,0,0,-96.73,109.69,110.86,89.433,64.859,94.475,99.972,105.24,7.8433,66.25
4534,22800,263.89,0,0,0,-97.356,110.12,110.08,90.66,63.955,93.903,102.68,105.97,9.1998,67.388
4535,22790,263.53,0,0,0,-98.54,111.07,111.11,89.329,63.012,96.425,102.65,104.99,9.0749,66.703
4536,22770,263.13,0,0,0,-97.903,110.8,110.49,90.064,63.051,96.779,103.38,103.26,10.086,65.854
4537,22770,262.68,0,0,0,-98.037,110.81,111.61,90.525,61.967,96.921,104.77,103.06,11.138,66.108
4538,22771,262.21,0,0,0,-97.49,112.9,110.43,90.774,62.446,97.173,104.15,103.91,11.509,65.147
4539,22738,261.7,0,0,0,-97.234,112.9,112.99,91.08,61.711,98.366,103.58,103.82,11.934,64.878
4540,22734,261.16,0,0,0,-96.097,113.78,113.5,91.507,61.313,98.421,103.11,104.08,11.214,66.143
4541,22723,260.6,0,0,0,-95.693,111.48,114.52,90.454,60.159,97.256,101.63,104.17,9.184,66.582
4542,22715,260.02,0,0,0,-97.487,112.32,116.49,92.228,60.59,97.532,101.27,105.9,8.8033,67.447
4543,22724,259.42,0,0,0,-99.002,113.49,119.24,91.852,59.479,97.862,100.11,105.45,7.3466,67.354
4544,22683,258.81,0,0,0,-99.204,113.41,117.86,92.099,59.095,100.18,99.742,105.72,6.385,67.293
4545,22672,258.19,0,0,0,-98.836,114.6,118.28,91.737,60.209,101.95,99.751,107.39,7.0364,67.39
4546,22676,257.56,0,0,0,-97.77,115.86,118.34,91.156,60.622,102.39,100.77,106.9,7.2648,67.535
4547,22649,256.94,0,0,0,-98.255,116.25,117.91,89.906,62.177,103.02,101.64,108.8,7.2291,68.501
4548,22639,256.32,0,0,0,-98.008,116.8,120.59,88.755,61.165,104.37,102,109.21,7.2781,67.453
4549,22621,255.7,0,0,0,-96.953,116.33,121.19,88.081,61.617,104.61,101.41,109.75,7.5056,67.102
4550,22607,255.1,0,0,0,-96.076,117.09,120.53,86.594,59.831,105.98,102.1,109.43,7.0264,65.112
4551,22597,254.52,0,0,0,-96.198,116.21,121.46,85.401,60.11,105.82,102.28,110.83,6.6084,64.214
4552,22600,253.95,0,0,0,-96.234,115.47,122.45,85.381,60.136,104.22,104.1,109.46,8.2757,63.478
4553,22578,253.41,0,0,0,-97.59,115.32,121.68,86.613,59.952,103.78,104.41,109.72,8.1414,63.026
4554,22576,252.89,0,0,0,-97.301,114.53,121.99,86.803,60.733,104.31,104.59,110.75,9.3515,63.693
4555,22580,252.4,0,0,0,-96.447,114.12,122.46,89.382,60.566,102.66,104.78,112.23,8.0913,61.242
4556,22570,251.95,0,0,0,-96.757,115.25,122.49,89.902,63.206,103.34,103.4,112.9,7.4932,61.4
4557,22548,251.52,0,0,0,-96.972,115.17,122.86,87.516,64.398,102.85,105.39,111.84,6.4986,60.312
4558,22529,251.13,0,0,0,-97.272,116.73,122.89,85.37,64.115,101.82,105.33,112.02,6.1807,60.788
4559,22502,250.78,0,0,0,-97.535,116.24,122.53,85.77,63.178,101.33,104.43,110.36,4.1328,62.269
4560,22500,250.47,0,0,0,-96.196,117.61,122.15,85.808,62.68,100.14,105.08,110.45,5.1795,61.534
4561,22473,250.19,0,0,0,-96.269,118.53,122.5,85.691,63.361,100.76,104.34,108.98,4.5697,62.026
4562,22480,249.96,0,0,0,-95.478,119.09,121.91,84.694,63.585,101.57,104.11,106.73,6.2071,60.978
4563,22463,249.76,0,0,0,-96.401,117.15,120.39,83.014,62.691,99.601,103.27,107.8,5.2931,58.479
4564,22462,249.6,0,0,0,-96.461,114.98,121.34,83.102,61.99,101.37,101.58,107.15,4.9143,60.003
4565,22435,249.49,0,0,0,-96.65,115.5,120.04,83.324,62.123,100.97,100.69,108.76,3.6607,59.891
4566,22419,249.41,0,0,0,-95.967,116.56,119.58,82.849,63.076,101.99,101.06,108.93,2.4087,59.962
4567,22436,249.36,0,0,0,-95.854,115.52,119.49,82.933,64.112,100.48,99.177,107.61,0.68303,62.433
4568,22388,249.36,0,0,0,-96.67,115.99,119.68,84.334,64.33,101.54,99.633,109,0.44478,63.265
4569,22388,249.38,0,0,0,-97.571,116.91,120.68,83.55,63.499,101.09,99.569,110.04,-0.58399,65.175
4570,22372,249.44,0,0,0,-97.606,117.15,118.12,82.71,63.675,99.697,101.48,110.42,0.3915,65.468
4571,22346,249.53,0,0,0,-96.456,116.8,120.18,83.306,64.032,99.406,101.22,108.3,-0.051196,64.533
4572,22350,249.65,0,0,0,-98.739,117.39,120.95,83.429,64.855,98.451,100.43,108.69,1.259,63.617
4573,22356,249.79,0,0,0,-99.452,118.55,120.83,83.444,68.506,100.84,101.77,108.41,1.2881,64.162
4574,22325,249.95,0,0,0,-99.982,116.98,121.1,84.621,70.022,100.41,101.63,110.62,0.62883,64.179
4575,22331,250.14,0,0,0,-99.52,116.98,119.29,85.198,68.754,100.91,101.55,108.9,0.28024,63.547
4576,22313,250.34,0,0,0,-100.74,116.62,118.23,85.312,68.833,102.49,100.32,110.42,1.3822,64.083
4577,22303,250.55,0,0,0,-98.517,117.75,117.96,84.723,68.161,102.19,100.76,110.86,2.676,65.325
4578,22289,250.77,0,0,0,-98.504,117.21,119.19,85.512,69.635,103.07,100.6,110.91,2.6904,64.757
4579,22284,251,0,0,0,-98.914,119.83,119.24,83.852,69.04,103.66,99.837,111.43,2.8923,64.992
4580,22278,251.24,0,0,0,-99.894,120.49,119.22,82.402,68.353,104.93,99.206,112.05,2.6325,65.876
4581,22252,251.47,0,0,0,-99.734,120.63,120.05,83.067,68.627,103.86,98.372,111.48,3.2237,66.956
4582,22246,251.71,0,0,0,-100.75,119.31,121.71,84.353,67.243,105.43,99.916,111.24,1.6707,67.963
4583,22235,251.94,0,0,0,-100.31,118.71,123.24,83.518,68.94,106.43,97.318,112.45,1.8705,70.08
4584,22221,252.17,0,0,0,-99.976,120.98,122.66,82.892,67.695,105.71,97.582,110.66,3.5632,71.021
4585,22211,252.39,0,0,0,-100.17,121.36,124.25,82.671,69.265,106.25,98.838,111.44,2.2502,71.679
4586,22192,252.59,0,0,0,-100.84,120.15,123.36,81.703,67.866,106.25,96.949,110.59,3.2711,69.619
4587,22188,252.79,0,0,0,-101.06,120.57,122.29,82.368,67.701,104.2,95.54,111.17,4.0365,68.707
4588,22169,252.97,0,0,0,-100.08,119.26,122.12,84.027,67.54,105.63,96.442,110.7,3.6251,69.328
4589,22140,253.14,0,0,0,-100.69,119.34,121.87,82.776,64.938,104.89,96.414,110.53,2.6423,68.926
4590,22135,253.29,0,0,0,-102.08,120.27,119.99,81.796,66.175,105.7,95.311,109.84,1.7856,67.977
4591,22153,253.42,0,0,0,-101.98,118.25,121.18,80.352,65.457,103.35,94.813,108.77,2.1687,69.57
4592,22129,253.53,0,0,0,-102.82,118.01,121.53,81.323,65.764,103.32,94.836,107.76,1.2135,71.237
4593,22121,253.63,0,0,0,-102.76,119.27,121.81,81.708,66.068,102.05,94.572,106.76,2.0264,72.717
4594,22118,253.71,0,0,0,-102.87,118.25,122.21,80.244,66.454,102.38,93.931,106.95,2.463,71.901
4595,22109,253.77,0,0,0,-102.31,119.48,123.17,80.139,66.833,103.5,91.518,106.35,3.3957,71.262
4596,22055,253.81,0,0,0,-102.75,119.81,121.96,81.6,66.681,103.83,90.801,107.99,4.4661,72.654
4597,22068,253.84,0,0,0,-101.78,121.19,121.7,81.247,64.676,104.92,93.124,106.53,4.586,74.821
4598,22069,253.85,0,0,0,-102.68,121.96,122.23,82.395,63.75,104.66,93.528,106.56,3.2182,74.228
4599,22034,253.84,0,0,0,-104.14,122.49,122.29,84.107,64.228,104.28,94.378,106.33,3.0044,74.139
4600,22038,253.82,0,0,0,-106.28,121.77,123.47,83.746,65.176,104.11,94.093,106.49,4.9806,75.747
4601,22007,253.79,0,0,0,-106.63,122.11,123.23,85.015,64.428,104.2,92.796,106.67,4.5136,76.137
4602,21996,253.75,0,0,0,-107.39,122.35,123.35,85.703,65.851,102.29,93.29,108.6,5.096,77.208
4603,21985,253.7,0,0,0,-107.28,122.58,123.81,84.679,66.878,102.35,89.368,106.39,5.4844,79.126
4604,21966,253.64,0,0,0,-107.18,122.87,124.71,85,66.384,101.51,89.07,106.34,5.5118,78.43
4605,21974,253.57,0,0,0,-106.59,123.16,124.24,83.793,67.382,102.67,89.76,107.01,6.7028,77.016
4606,21943,253.51,0,0,0,-107.71,122.24,123.1,83.936,67.964,103.56,89.423,106.91,7.5741,76.217
4607,21960,253.44,0,0,0,-107.52,120.2,122.17,82.425,68.418,103.07,89.652,105.96,7.0798,77.012
4608,21939,253.37,0,0,0,-109.38,121.77,122.82,81.176,68.42,100.79,91.154,106.21,6.1474,79.417
4609,21918,253.3,0,0,0,-109.29,122.23,123.15,83.137,67.044,98.979,90.756,105.86,6.3027,78.525
4610,21908,253.24,0,0,0,-107.82,121.16,122.14,83.143,64.57,98.776,91.057,106.18,5.9885,78.247
4611,21893,253.18,0,0,0,-108.47,120.85,122.13,84.39,63.484,97.542,91.655,106.68,6.5096,78.756
4612,21882,253.13,0,0,0,-109.55,120.36,121.63,82.931,62.709,97.673,91.811,106.87,7.4258,79.416
4613,21902,253.1,0,0,0,-108.32,120.46,123.81,82.092,61.007,97.463,91.168,106.77,7.5778,80.133
4614,21850,253.07,0,0,0,-107.88,119.17,122.47,83.321,61.279,97.522,91.548,107.69,7.8927,81.32
4615,21851,253.05,0,0,0,-107.91,118.93,121.86,86.28,59.923,97.447,91.184,107.08,6.9352,81.425
4616,21839,253.05,0,0,0,-109.91,119.31,121.1,85.887,59.368,96.668,91.033,107.16,6.6446,81.049
4617,21822,253.05,0,0,0,-109.01,118.07,122.32,83.877,58.65,97.018,91.778,106.81,5.3141,80.424
4618,21798,253.08,0,0,0,-107.53,117.56,122.44,83.871,57.709,96.437,91.957,107.56,4.9211,78.654
4619,21791,253.12,0,0,0,-107.38,115.41,123.07,84.814,57.14,97.327,92.582,109.16,5.1627,78.945
4620,21777,253.17,0,0,0,-106.73,114.88,123.03,82.435,58.218,97.638,93.214,107,3.9947,79.526
4621,21756,253.24,0,0,0,-106.55,115.8,123.31,82.901,58.84,99.677,92.212,106.02,2.663,80.614
4622,21753,253.32,0,0,0,-109.05,116.52,122.44,82.707,59.416,101.4,92.205,106,4.3129,81.608
4623,21766,253.41,0,0,0,-109.16,117.67,120.79,82.395,59.76,101.42,93.827,106.17,5.7677,81.22
4624,21748,253.52,0,0,0,-107.67,118.18,121.64,82.051,58.443,102.5,91.933,106.61,4.1596,79.813
4625,21724,253.64,0,0,0,-108.51,117.88,122.1,81.172,56.866,103.23,90.725,106.51,3.2785,80.592
4626,21713,253.77,0,0,0,-110.32,117.78,121.7,81.394,56.456,104.07,90.14,106.7,4.0638,80.518
4627,21704,253.91,0,0,0,-109.5,117.86,120.94,81.161,56.288,103.43,92.526,106.33,3.0555,79.372
4628,21701,254.06,0,0,0,-110.61,117.27,119.93,79.821,56.032,102.75,92.458,104.86,2.582,78.88
